customer_id,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,Segment
14710,13,4,599.48,4,4,3,443,At Risk
14711,9,11,2839.62,5,5,5,555,At Risk
14712,28,3,917.07,4,3,3,433,At Risk
14713,8,11,2662.2,5,5,5,555,At Risk
14714,23,1,160.19,4,1,1,411,Others
14715,24,4,867.38,4,4,3,443,At Risk
14716,42,2,307.51,3,3,2,332,At Risk
14719,1,5,1581.84,5,4,4,544,At Risk
14720,5,3,663.81,5,3,3,533,At Risk
14722,146,1,180.42,2,1,1,211,Others
14723,9,6,1122.36,5,5,4,554,At Risk
14725,24,1,655.58,4,1,3,413,Others
14727,273,1,268.58,1,1,2,112,Lost Customers
14729,373,1,313.49,1,1,2,112,Lost Customers
14730,0,8,1897.57,5,5,4,554,At Risk
14731,46,3,380.02,3,3,2,332,At Risk
14732,7,8,2702.49,5,5,5,555,At Risk
14733,15,12,9585.91,4,5,5,455,At Risk
14735,3,32,6065.69,5,5,5,555,At Risk
14737,3,3,1164.55,5,3,4,534,At Risk
14738,42,7,1314.45,3,5,4,354,At Risk
14739,3,7,3902.28,5,5,5,555,At Risk
14740,196,3,1448.21,1,3,4,134,Loyal Customers
14741,11,6,1400.34,5,5,4,554,At Risk
14744,15,7,1099.98,4,5,4,454,At Risk
14745,112,5,1220.26,2,4,4,244,At Risk
14747,248,1,328.2,1,1,2,112,Lost Customers
14748,28,5,1415.75,4,4,4,444,At Risk
14752,43,1,389.64,3,1,2,312,Others
14753,86,1,563.15,2,1,3,213,Others
14754,44,2,638.05,3,3,3,333,At Risk
14755,9,11,5010.28,5,5,5,555,At Risk
14756,14,1,738.96,4,1,3,413,Others
14757,74,1,420.5,2,1,2,212,Others
14758,144,4,1484.06,2,4,4,244,At Risk
14759,4,3,1625.97,5,3,4,534,At Risk
14760,296,1,89.2,1,1,1,111,Lost Customers
14761,58,2,255.9,3,3,2,332,At Risk
14762,263,1,300.52,1,1,2,112,Lost Customers
14764,46,1,278.3,3,1,2,312,Others
14765,28,3,254.11,4,3,2,432,At Risk
14766,7,6,2473.37,5,5,5,555,At Risk
14768,16,2,192.6,4,3,1,431,At Risk
14769,2,8,10416.98,5,5,5,555,At Risk
14770,231,2,876.42,1,3,3,133,Loyal Customers
14772,111,1,139.26,2,1,1,211,Others
14775,57,3,1011.9,3,3,4,334,At Risk
14776,50,11,2538.3,3,5,5,355,At Risk
14778,126,2,730.86,2,3,3,233,At Risk
14779,280,3,386.15,1,3,2,132,Loyal Customers
14780,54,2,447.68,3,3,2,332,At Risk
14782,319,1,200.1,1,1,1,111,Lost Customers
14784,25,2,289.99,4,3,2,432,At Risk
14785,9,2,77.4,5,3,1,531,At Risk
14788,6,2,679.44,5,3,3,533,At Risk
14789,28,1,197.64,4,1,1,411,Others
14790,16,4,745.06,4,4,3,443,At Risk
14792,63,1,6.2,3,1,1,311,Others
14793,20,1,228.99,4,1,1,411,Others
14794,2,7,1319.91,5,5,4,554,At Risk
14795,165,1,131.45,2,1,1,211,Others
14796,0,17,7975.49,5,5,5,555,At Risk
14798,52,3,173.74,3,3,1,331,At Risk
14799,50,1,157.7,3,1,1,311,Others
14800,47,12,4331.79,3,5,5,355,At Risk
14801,60,1,189.34,3,1,1,311,Others
14803,161,3,845.55,2,3,3,233,At Risk
14804,8,1,353.27,5,1,2,512,Others
14805,14,4,546.4,4,4,3,443,At Risk
14806,74,1,193.39,2,1,1,211,Others
14808,39,8,2718.6,3,5,5,355,At Risk
14810,40,11,2085.33,3,5,5,355,At Risk
14813,369,2,152.88,1,3,1,131,Loyal Customers
14815,36,2,778.5,3,3,3,333,At Risk
14816,196,1,271.85,1,1,2,112,Lost Customers
14817,199,2,1110.34,1,3,4,134,Loyal Customers
14818,73,3,657.8,2,3,3,233,At Risk
14819,63,2,272.07,3,3,2,332,At Risk
14820,20,4,507.29,4,4,3,443,At Risk
14821,366,1,48.8,1,1,1,111,Lost Customers
14823,179,3,321.43,1,3,2,132,Loyal Customers
14824,9,4,1127.71,5,4,4,544,At Risk
14825,3,12,2221.01,5,5,5,555,At Risk
14828,196,3,2139.76,1,3,5,135,Loyal Customers
14829,28,4,697.55,4,4,3,443,At Risk
14830,52,1,188.88,3,1,1,311,Others
14834,17,6,1720.3,4,5,4,454,At Risk
14836,9,3,102.45,5,3,1,531,At Risk
14837,89,4,1649.5,2,4,4,244,At Risk
14840,267,1,62.85,1,1,1,111,Lost Customers
14841,52,6,3295.76,3,5,5,355,At Risk
14842,43,4,2824.69,3,4,5,345,At Risk
14844,63,4,3189.81,3,4,5,345,At Risk
14847,148,1,309.4,2,1,2,212,Others
14849,21,25,7930.54,4,5,5,455,At Risk
14850,311,1,325.75,1,1,2,112,Lost Customers
14851,22,2,511.35,4,3,3,433,At Risk
14852,57,6,2836.69,3,5,5,355,At Risk
14853,23,2,475.8,4,3,2,432,At Risk
14854,77,7,2740.03,2,5,5,255,At Risk
14855,118,2,645.65,2,3,3,233,At Risk
14856,35,3,1290.53,3,3,4,334,At Risk
14857,59,2,1173.12,3,3,4,334,At Risk
14859,12,4,1353.74,5,4,4,544,At Risk
14860,18,1,170.32,4,1,1,411,Others
14861,51,1,125.79,3,1,1,311,Others
14862,25,2,841.2,4,3,3,433,At Risk
14863,28,1,266.76,4,1,2,412,Others
14865,6,2,52.2,5,3,1,531,At Risk
14866,10,12,14389.9,5,5,5,555,At Risk
14867,185,3,710.28,1,3,3,133,Loyal Customers
14868,2,8,2953.59,5,5,5,555,At Risk
14869,8,2,721.45,5,3,3,533,At Risk
14870,261,1,327.25,1,1,2,112,Lost Customers
14871,2,4,501.28,5,4,3,543,At Risk
14873,209,1,519.68,1,1,3,113,Lost Customers
14875,107,2,1465.32,2,3,4,234,At Risk
14878,12,9,1476.09,5,5,4,554,At Risk
14880,76,3,690.59,2,3,3,233,At Risk
14881,19,1,255.4,4,1,2,412,Others
14882,26,2,589.7,4,3,3,433,At Risk
14883,18,6,761.59,4,5,3,453,At Risk
14885,131,1,765.32,2,1,3,213,Others
14886,252,1,364.8,1,1,2,112,Lost Customers
14887,78,1,1862,2,1,4,214,Others
14888,206,1,369.2,1,1,2,112,Lost Customers
14889,335,1,135.9,1,1,1,111,Lost Customers
14890,253,1,125.65,1,1,1,111,Lost Customers
14891,147,2,554.38,2,3,3,233,At Risk
14893,9,2,1237.85,5,3,4,534,At Risk
14894,84,1,655.75,2,1,3,213,Others
14895,7,20,11138.71,5,5,5,555,At Risk
14896,204,2,468.77,1,3,2,132,Loyal Customers
14897,7,4,1366.38,5,4,4,544,At Risk
14898,22,6,1269.31,4,5,4,454,At Risk
14901,10,9,1421.29,5,5,4,554,At Risk
14902,25,1,332.66,4,1,2,412,Others
14903,20,5,2795.33,4,4,5,445,At Risk
14904,1,2,1025.44,5,3,4,534,At Risk
14905,157,2,616.15,2,3,3,233,At Risk
14907,2,7,3501.1,5,5,5,555,At Risk
14908,73,1,277.8,2,1,2,212,Others
14910,2,4,434.35,5,4,2,542,At Risk
14911,0,201,143711.17,5,5,5,555,At Risk
14912,16,2,867.85,4,3,3,433,At Risk
14913,35,4,1227.43,3,4,4,344,At Risk
14915,90,2,307.48,2,3,2,232,At Risk
14916,70,4,1268.98,3,4,4,344,At Risk
14918,115,2,1610.15,2,3,4,234,At Risk
14920,212,2,977.77,1,3,4,134,Loyal Customers
14921,29,2,1316.07,4,3,4,434,At Risk
14923,50,1,749.1,3,1,3,313,Others
14924,245,1,310.05,1,1,2,112,Lost Customers
14929,31,1,223.88,4,1,1,411,Others
14930,108,3,2362.96,2,3,5,235,At Risk
14931,4,5,1257.68,5,4,4,544,At Risk
14932,365,1,363.53,1,1,2,112,Lost Customers
14934,81,2,1890.94,2,3,4,234,At Risk
14935,296,1,1784.71,1,1,4,114,Lost Customers
14936,33,8,8137.02,3,5,5,355,At Risk
14937,56,3,1621.88,3,3,4,334,At Risk
14944,29,12,5900.25,4,5,5,455,At Risk
14946,13,1,100.9,4,1,1,411,Others
14947,71,2,290.82,3,3,2,332,At Risk
14948,22,6,1101.97,4,5,4,454,At Risk
14950,18,1,371.2,4,1,2,412,Others
14951,78,1,311.69,2,1,2,212,Others
14952,59,11,8099.49,3,5,5,355,At Risk
14953,24,1,285.67,4,1,2,412,Others
14954,11,1,294.85,5,1,2,512,Others
14957,252,1,58.49,1,1,1,111,Lost Customers
14958,146,3,483.73,2,3,2,232,At Risk
14959,63,4,695.42,3,4,3,343,At Risk
14960,7,2,221.27,5,3,1,531,At Risk
14961,10,9,7044.68,5,5,5,555,At Risk
14962,270,1,126.7,1,1,1,111,Lost Customers
14963,9,5,1472.34,5,4,4,544,At Risk
14964,246,1,206.21,1,1,1,111,Lost Customers
14965,95,2,596.09,2,3,3,233,At Risk
14966,14,1,183.02,4,1,1,411,Others
14967,49,1,463.8,3,1,2,312,Others
14968,29,1,147.59,4,1,1,411,Others
14970,67,4,1592.06,3,4,4,344,At Risk
14971,34,3,1097.98,3,3,4,334,At Risk
14972,127,1,114.77,2,1,1,211,Others
14973,106,3,1314.45,2,3,4,234,At Risk
14974,36,1,89.94,3,1,1,311,Others
14975,56,1,279.94,3,1,2,312,Others
14976,56,7,790.86,3,5,3,353,At Risk
14978,71,5,1921.37,3,4,4,344,At Risk
14981,245,1,102.12,1,1,1,111,Lost Customers
14984,18,2,202.37,4,3,1,431,At Risk
14985,197,2,292.01,1,3,2,132,Loyal Customers
14987,15,2,326.4,4,3,2,432,At Risk
14988,211,1,334.54,1,1,2,112,Lost Customers
14995,38,2,231.98,3,3,1,331,At Risk
14997,45,3,546.2,3,3,3,333,At Risk
14998,169,2,414.87,2,3,2,232,At Risk
15000,47,1,490.52,3,1,3,313,Others
15002,115,4,1641.76,2,4,4,244,At Risk
15004,146,1,1220.77,2,1,4,214,Others
15005,15,28,6295.37,4,5,5,455,At Risk
15006,50,1,480.38,3,1,2,312,Others
15007,158,1,156.91,2,1,1,211,Others
15009,11,3,1259.43,5,3,4,534,At Risk
15010,35,1,308.94,3,1,2,312,Others
15012,53,2,405.04,3,3,2,332,At Risk
15014,42,2,257.67,3,3,2,332,At Risk
15016,172,1,170.04,2,1,1,211,Others
15017,33,1,125.58,3,1,1,311,Others
15018,38,3,496.21,3,3,3,333,At Risk
15019,266,1,252.81,1,1,2,112,Lost Customers
15021,8,9,1871.77,5,5,4,554,At Risk
15022,11,4,852.39,5,4,3,543,At Risk
15023,2,11,6720.41,5,5,5,555,At Risk
15024,9,10,1636.43,5,5,4,554,At Risk
15025,32,1,361.96,4,1,2,412,Others
15026,79,3,469,2,3,2,232,At Risk
15027,30,4,1066.15,4,4,4,444,At Risk
15028,7,4,627.13,5,4,3,543,At Risk
15030,71,2,518.28,3,3,3,333,At Risk
15031,3,4,653.19,5,4,3,543,At Risk
15032,255,3,4959.1,1,3,5,135,Loyal Customers
15033,4,10,2557.18,5,5,5,555,At Risk
15034,15,8,4274.16,4,5,5,455,At Risk
15035,89,1,252.73,2,1,2,212,Others
15036,71,3,429.56,3,3,2,332,At Risk
15038,58,6,685.74,3,5,3,353,At Risk
15039,9,47,19766.59,5,5,5,555,At Risk
15041,169,1,179.93,2,1,1,211,Others
15042,198,1,135.93,1,1,1,111,Lost Customers
15043,30,1,537,4,1,3,413,Others
15044,18,17,7634.73,4,5,5,455,At Risk
15045,151,2,735.66,2,3,3,233,At Risk
15046,8,15,5090.42,5,5,5,555,At Risk
15047,269,1,343.62,1,1,2,112,Lost Customers
15048,64,4,381,3,4,2,342,At Risk
15049,273,1,121.17,1,1,1,111,Lost Customers
15050,24,3,1737.69,4,3,4,434,At Risk
15051,22,3,1383.36,4,3,4,434,At Risk
15052,318,1,207.73,1,1,1,111,Lost Customers
15053,4,3,693.95,5,3,3,533,At Risk
15054,11,2,302.1,5,3,2,532,At Risk
15057,274,2,1489.5,1,3,4,134,Loyal Customers
15058,24,11,2102.54,4,5,5,455,At Risk
15059,40,9,1337.72,3,5,4,354,At Risk
15060,7,4,294.25,5,4,2,542,At Risk
15061,3,48,54534.14,5,5,5,555,At Risk
15062,70,4,987.86,3,4,4,344,At Risk
15063,212,1,370.8,1,1,2,112,Lost Customers
15065,37,4,3158.13,3,4,5,345,At Risk
15066,52,1,893.59,3,1,3,313,Others
15067,77,3,1744.76,2,3,4,234,At Risk
15068,45,2,553.36,3,3,3,333,At Risk
15069,178,1,1109.53,2,1,4,214,Others
15070,372,1,106.2,1,1,1,111,Lost Customers
15071,93,2,982.07,2,3,4,234,At Risk
15073,9,3,1043.41,5,3,4,534,At Risk
15074,104,1,735.67,2,1,3,213,Others
15075,77,1,773.03,2,1,3,213,Others
15076,172,1,880.85,2,1,3,213,Others
15078,6,32,9743.11,5,5,5,555,At Risk
15079,212,4,895.61,1,4,3,143,Loyal Customers
15081,21,5,504.8,4,4,3,443,At Risk
15083,256,1,88.2,1,1,1,111,Lost Customers
15087,281,1,306.94,1,1,2,112,Lost Customers
15088,20,2,1160.07,4,3,4,434,At Risk
15089,9,6,2420.84,5,5,5,555,At Risk
15090,307,1,381.32,1,1,2,112,Lost Customers
15091,67,1,480.71,3,1,2,312,Others
15092,214,2,457.81,1,3,2,132,Loyal Customers
15093,17,6,4597.02,4,5,5,455,At Risk
15095,103,4,1370.6,2,4,4,244,At Risk
15096,42,1,219.39,3,1,1,311,Others
15097,3,1,248.08,5,1,1,511,Others
15098,181,3,39916.5,1,3,5,135,Loyal Customers
15099,83,1,410.48,2,1,2,212,Others
15100,333,3,876,1,3,3,133,Loyal Customers
15101,8,2,317.53,5,3,2,532,At Risk
15103,30,2,703.36,4,3,3,433,At Risk
15104,196,2,993.54,1,3,4,134,Loyal Customers
15105,17,7,2298.93,4,5,5,455,At Risk
15106,17,5,1422.52,4,4,4,444,At Risk
15107,310,6,319.5,1,5,2,152,Loyal Customers
15108,141,4,1300.25,2,4,4,244,At Risk
15109,245,1,484.95,1,1,2,112,Lost Customers
15110,23,4,996.1,4,4,4,444,At Risk
15111,28,3,1567.48,4,3,4,434,At Risk
15113,9,3,3509.43,5,3,5,535,At Risk
15114,29,10,2760.56,4,5,5,455,At Risk
15115,17,1,340.11,4,1,2,412,Others
15116,17,4,1352.75,4,4,4,444,At Risk
15117,14,5,1551.78,4,4,4,444,At Risk
15118,133,1,244.8,2,1,1,211,Others
15119,245,1,266.4,1,1,2,112,Lost Customers
15120,133,1,358.82,2,1,2,212,Others
15121,49,2,457.72,3,3,2,332,At Risk
15122,113,3,1633.78,2,3,4,234,At Risk
15123,6,2,2199.31,5,3,5,535,At Risk
15124,22,2,184.19,4,3,1,431,At Risk
15125,24,15,11528.48,4,5,5,455,At Risk
15127,65,1,406.53,3,1,2,312,Others
15128,59,4,1471,3,4,4,344,At Risk
15129,49,11,3447.4,3,5,5,355,At Risk
15130,169,1,330.11,2,1,2,212,Others
15132,17,5,977.93,4,4,4,444,At Risk
15133,127,3,982.42,2,3,4,234,At Risk
15134,14,8,1387.99,4,5,4,454,At Risk
15135,238,1,139.05,1,1,1,111,Lost Customers
15136,2,4,1286.7,5,4,4,544,At Risk
15139,239,2,178.96,1,3,1,131,Loyal Customers
15140,51,7,2354.25,3,5,5,355,At Risk
15142,45,1,498.74,3,1,3,313,Others
15143,225,1,259.45,1,1,2,112,Lost Customers
15144,7,17,6580.44,5,5,5,555,At Risk
15145,3,4,1194.73,5,4,4,544,At Risk
15146,164,2,1327.16,2,3,4,234,At Risk
15147,239,1,623.5,1,1,3,113,Lost Customers
15148,10,1,301.29,5,1,2,512,Others
15149,133,1,520.8,2,1,3,213,Others
15150,16,10,5291.33,4,5,5,455,At Risk
15152,9,13,4745.69,5,5,5,555,At Risk
15153,30,1,329.25,4,1,2,412,Others
15154,74,1,254.28,2,1,2,212,Others
15156,0,3,961.49,5,3,4,534,At Risk
15157,3,3,1936.07,5,3,4,534,At Risk
15158,44,1,401.4,3,1,2,312,Others
15159,1,30,18641.01,5,5,5,555,At Risk
15160,356,1,158.16,1,1,1,111,Lost Customers
15163,17,2,304.47,4,3,2,432,At Risk
15164,68,3,824.58,3,3,3,333,At Risk
15165,372,1,487.75,1,1,3,113,Lost Customers
15167,320,1,158.8,1,1,1,111,Lost Customers
15168,25,1,106.56,4,1,1,411,Others
15171,330,1,1289.5,1,1,4,114,Lost Customers
15172,8,5,1624.05,5,4,4,544,At Risk
15174,322,1,135.75,1,1,1,111,Lost Customers
15175,71,1,224.14,3,1,1,311,Others
15178,259,1,40.5,1,1,1,111,Lost Customers
15179,17,5,2206.95,4,4,5,445,At Risk
15180,366,1,87.5,1,1,1,111,Lost Customers
15181,65,3,689.48,3,3,3,333,At Risk
15182,153,2,622.85,2,3,3,233,At Risk
15184,28,2,402.2,4,3,2,432,At Risk
15185,69,1,310.62,3,1,2,312,Others
15186,13,2,411.41,4,3,2,432,At Risk
15187,1,16,4777.18,5,5,5,555,At Risk
15189,0,41,16225.39,5,5,5,555,At Risk
15192,119,3,1044.32,2,3,4,234,At Risk
15193,60,1,499.32,3,1,3,313,Others
15194,2,15,7616.53,5,5,5,555,At Risk
15195,2,1,3861,5,1,5,515,Others
15197,10,3,1079.61,5,3,4,534,At Risk
15198,91,2,193.64,2,3,1,231,At Risk
15199,58,4,1268.7,3,4,4,344,At Risk
15201,86,5,1236.54,2,4,4,244,At Risk
15203,25,6,1827.8,4,5,4,454,At Risk
15204,356,1,316.58,1,1,2,112,Lost Customers
15205,84,2,653.24,2,3,3,233,At Risk
15206,9,4,420.3,5,4,2,542,At Risk
15208,0,5,870.12,5,4,3,543,At Risk
15210,224,1,331.18,1,1,2,112,Lost Customers
15211,59,2,894.41,3,3,3,333,At Risk
15212,240,1,101.8,1,1,1,111,Lost Customers
15213,318,2,328.35,1,3,2,132,Loyal Customers
15214,1,8,1661.44,5,5,4,554,At Risk
15215,46,3,734.94,3,3,3,333,At Risk
15216,87,1,96.6,2,1,1,211,Others
15218,10,11,5756.89,5,5,5,555,At Risk
15219,175,1,305.75,2,1,2,212,Others
15220,51,6,1778.96,3,5,4,354,At Risk
15221,365,1,403.25,1,1,2,112,Lost Customers
15222,318,1,585,1,1,3,113,Lost Customers
15223,225,2,755.75,1,3,3,133,Loyal Customers
15224,357,2,322.08,1,3,2,132,Loyal Customers
15225,233,1,409.4,1,1,2,112,Lost Customers
15226,310,1,154.41,1,1,1,111,Lost Customers
15227,36,5,1219.4,3,4,4,344,At Risk
15228,65,4,3386.71,3,4,5,345,At Risk
15230,238,2,429.6,1,3,2,132,Loyal Customers
15232,112,2,612.06,2,3,3,233,At Risk
15234,276,1,197,1,1,1,111,Lost Customers
15235,217,12,2247.51,1,5,5,155,Loyal Customers
15236,298,1,321.05,1,1,2,112,Lost Customers
15237,1,4,1412.32,5,4,4,544,At Risk
15238,28,3,1071.99,4,3,4,434,At Risk
15239,9,2,780.59,5,3,3,533,At Risk
15240,44,5,1706.57,3,4,4,344,At Risk
15241,66,8,1756.44,3,5,4,354,At Risk
15243,73,1,316.68,2,1,2,212,Others
15244,64,2,631.57,3,3,3,333,At Risk
15245,133,3,2515.84,2,3,5,235,At Risk
15246,237,2,514.15,1,3,3,133,Loyal Customers
15247,121,1,356,2,1,2,212,Others
15249,31,13,6688.46,4,5,5,455,At Risk
15251,8,11,10484.99,5,5,5,555,At Risk
15252,35,2,740.78,3,3,3,333,At Risk
15253,15,5,918.2,4,4,3,443,At Risk
15254,126,1,300.36,2,1,2,212,Others
15255,66,1,890.85,3,1,3,313,Others
15256,148,1,98.45,2,1,1,211,Others
15257,282,1,317.15,1,1,2,112,Lost Customers
15258,168,2,623.16,2,3,3,233,At Risk
15260,99,7,1810.77,2,5,4,254,At Risk
15261,134,1,254.82,2,1,2,212,Others
15262,323,1,178.95,1,1,1,111,Lost Customers
15263,106,1,156.51,2,1,1,211,Others
15264,63,1,393.74,3,1,2,312,Others
15265,150,2,1506.12,2,3,4,234,At Risk
15266,337,1,119.3,1,1,1,111,Lost Customers
15267,21,5,1717.36,4,4,4,444,At Risk
15269,23,1,408.8,4,1,2,412,Others
15270,15,7,2379.49,4,5,5,455,At Risk
15271,6,15,2493.34,5,5,5,555,At Risk
15272,56,2,721.94,3,3,3,333,At Risk
15274,3,2,716.57,5,3,3,533,At Risk
15275,37,1,615.14,3,1,3,313,Others
15276,65,1,128.63,3,1,1,311,Others
15277,46,1,255.9,3,1,2,312,Others
15279,354,1,290.51,1,1,2,112,Lost Customers
15280,171,1,113.12,2,1,1,211,Others
15281,58,9,2332.15,3,5,5,355,At Risk
15286,49,1,240.55,3,1,1,311,Others
15287,21,2,486.69,4,3,2,432,At Risk
15288,42,5,2306.52,3,4,5,345,At Risk
15289,28,3,939.78,4,3,4,434,At Risk
15290,4,18,7943.22,5,5,5,555,At Risk
15291,25,15,4668.3,4,5,5,455,At Risk
15292,200,1,178.39,1,1,1,111,Lost Customers
15296,50,6,3672.86,3,5,5,355,At Risk
15297,9,3,641.94,5,3,3,533,At Risk
15298,1,12,4799.9,5,5,5,555,At Risk
15299,66,7,4507.01,3,5,5,355,At Risk
15300,63,1,496.44,3,1,3,313,Others
15301,50,12,5049.95,3,5,5,355,At Risk
15303,289,1,574.02,1,1,3,113,Lost Customers
15304,60,8,694.4,3,5,3,353,At Risk
15306,63,3,1174.35,3,3,4,334,At Risk
15307,95,1,205.3,2,1,1,211,Others
15308,273,1,310.47,1,1,2,112,Lost Customers
15311,0,91,60632.75,5,5,5,555,At Risk
15312,74,4,924.85,2,4,3,243,At Risk
15313,109,1,52,2,1,1,211,Others
15314,198,1,327.97,1,1,2,112,Lost Customers
15315,63,2,570.5,3,3,3,333,At Risk
15316,326,1,165,1,1,1,111,Lost Customers
15318,3,1,312.62,5,1,2,512,Others
15319,283,1,204.5,1,1,1,111,Lost Customers
15320,43,1,267.13,3,1,2,312,Others
15321,70,3,2748.31,3,3,5,335,At Risk
15322,85,1,679.68,2,1,3,213,Others
15325,103,1,161.74,2,1,1,211,Others
15326,333,1,311.71,1,1,2,112,Lost Customers
15327,52,1,208.75,3,1,1,311,Others
15329,38,3,1049.7,3,3,4,334,At Risk
15330,31,2,714.96,4,3,3,433,At Risk
15332,365,4,1661.06,1,4,4,144,Loyal Customers
15333,207,1,1028.56,1,1,4,114,Lost Customers
15334,156,3,350.82,2,3,2,232,At Risk
15335,53,1,170.22,3,1,1,311,Others
15339,65,2,574.07,3,3,3,333,At Risk
15341,80,1,2020.52,2,1,4,214,Others
15342,129,1,406.09,2,1,2,212,Others
15343,86,1,364.5,2,1,2,212,Others
15344,0,3,563.94,5,3,3,533,At Risk
15345,45,1,393.54,3,1,2,312,Others
15346,332,1,252.42,1,1,2,112,Lost Customers
15347,365,1,201.6,1,1,1,111,Lost Customers
15348,71,1,158.04,3,1,1,311,Others
15349,157,2,463.91,2,3,2,232,At Risk
15350,372,1,115.65,1,1,1,111,Lost Customers
15351,11,7,1934.66,5,5,4,554,At Risk
15353,254,2,770.12,1,3,3,133,Loyal Customers
15355,28,2,277.05,4,3,2,432,At Risk
15356,30,10,2718.03,4,5,5,455,At Risk
15358,4,22,8347.2,5,5,5,555,At Risk
15360,39,1,427.93,3,1,2,312,Others
15361,361,1,418.92,1,1,2,112,Lost Customers
15363,372,1,326,1,1,2,112,Lost Customers
15364,95,2,913.19,2,3,3,233,At Risk
15365,25,7,2314.32,4,5,5,455,At Risk
15366,74,2,602.51,2,3,3,233,At Risk
15367,56,4,1877.59,3,4,4,344,At Risk
15368,20,1,446.94,4,1,2,412,Others
15370,40,7,2386.05,3,5,5,355,At Risk
15372,136,1,2007.4,2,1,4,214,Others
15373,7,12,2415.91,5,5,5,555,At Risk
15374,128,1,168,2,1,1,211,Others
15376,39,3,1221.56,3,3,4,334,At Risk
15379,168,7,3703.29,2,5,5,255,At Risk
15380,8,5,1690.26,5,4,4,544,At Risk
15381,213,2,596.85,1,3,3,133,Loyal Customers
15382,14,6,5955.71,4,5,5,455,At Risk
15384,169,2,642.41,2,3,3,233,At Risk
15385,39,1,316.88,3,1,2,312,Others
15386,185,1,394.14,1,1,2,112,Lost Customers
15388,269,1,140.54,1,1,1,111,Lost Customers
15389,171,1,500,2,1,3,213,Others
15392,4,4,1535.53,5,4,4,544,At Risk
15393,15,2,231.86,4,3,1,431,At Risk
15394,9,4,2183.54,5,4,5,545,At Risk
15395,325,1,107.45,1,1,1,111,Lost Customers
15396,112,1,288.18,2,1,2,212,Others
15397,289,1,94,1,1,1,111,Lost Customers
15398,15,2,1345.53,4,3,4,434,At Risk
15399,0,3,815.77,5,3,3,533,At Risk
15400,91,5,716.2,2,4,3,243,At Risk
15402,148,2,626.77,2,3,3,233,At Risk
15405,188,1,349.1,1,1,2,112,Lost Customers
15406,30,2,510.71,4,3,3,433,At Risk
15407,33,4,1046.74,3,4,4,344,At Risk
15408,263,1,267.18,1,1,2,112,Lost Customers
15410,83,8,3450.84,2,5,5,255,At Risk
15411,25,4,1348.93,4,4,4,444,At Risk
15412,170,1,190.53,2,1,1,211,Others
15414,9,3,774.9,5,3,3,533,At Risk
15415,312,1,559.61,1,1,3,113,Lost Customers
15416,64,4,3984.32,3,4,5,345,At Risk
15417,84,1,508.8,2,1,3,213,Others
15419,24,1,135.86,4,1,1,411,Others
15421,58,4,950.36,3,4,4,344,At Risk
15422,322,2,97.7,1,3,1,131,Loyal Customers
15423,37,1,43.5,3,1,1,311,Others
15424,253,2,383.34,1,3,2,132,Loyal Customers
15426,18,5,1404.07,4,4,4,444,At Risk
15427,32,3,1430.54,4,3,4,434,At Risk
15428,14,1,93.78,4,1,1,411,Others
15429,26,2,397.35,4,3,2,432,At Risk
15432,22,1,171.19,4,1,1,411,Others
15433,213,2,533.3,1,3,3,133,Loyal Customers
15434,7,5,1041.48,5,4,4,544,At Risk
15435,21,1,149.29,4,1,1,411,Others
15436,11,3,1067.75,5,3,4,534,At Risk
15437,261,1,200.16,1,1,1,111,Lost Customers
15438,130,1,156.58,2,1,1,211,Others
15440,54,3,383.68,3,3,2,332,At Risk
15442,248,1,594,1,1,3,113,Lost Customers
15443,1,7,3213.59,5,5,5,555,At Risk
15444,8,2,1411.21,5,3,4,534,At Risk
15445,263,1,113.5,1,1,1,111,Lost Customers
15447,330,1,155.17,1,1,1,111,Lost Customers
15448,312,1,494.64,1,1,3,113,Lost Customers
15449,25,3,974.52,4,3,4,434,At Risk
15450,29,1,429.84,4,1,2,412,Others
15452,29,3,528.48,4,3,3,433,At Risk
15453,1,7,1371.77,5,5,4,554,At Risk
15454,361,1,179.1,1,1,1,111,Lost Customers
15456,282,3,434.59,1,3,2,132,Loyal Customers
15457,261,1,237.07,1,1,1,111,Lost Customers
15458,24,1,161.64,4,1,1,411,Others
15460,353,1,214.26,1,1,1,111,Lost Customers
15462,93,3,234.6,2,3,1,231,At Risk
15463,28,1,126.14,4,1,1,411,Others
15464,337,1,1044.65,1,1,4,114,Lost Customers
15465,19,18,7354.62,4,5,5,455,At Risk
15466,84,1,334.53,2,1,2,212,Others
15467,8,3,524.88,5,3,3,533,At Risk
15468,50,2,467.51,3,3,2,332,At Risk
15469,49,2,538.55,3,3,3,333,At Risk
15471,1,1,454.48,5,1,2,512,Others
15472,112,1,371.56,2,1,2,212,Others
15473,13,7,1771.2,4,5,4,454,At Risk
15475,76,1,454.11,2,1,2,212,Others
15478,39,2,1399.92,3,3,4,334,At Risk
15480,115,1,905.5,2,1,3,213,Others
15482,15,12,10879.76,4,5,5,455,At Risk
15483,160,4,225.26,2,4,1,241,At Risk
15484,0,4,3590.41,5,4,5,545,At Risk
15485,29,3,2564.5,4,3,5,435,At Risk
15488,92,1,91.32,2,1,1,211,Others
15489,22,3,1134.28,4,3,4,434,At Risk
15491,94,6,3100.09,2,5,5,255,At Risk
15492,27,2,659.46,4,3,3,433,At Risk
